bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10750,bus_11016,bus_13000,bus_13366,bus_13420,bus_13446,bus_13504,bus_20000,bus_20007,bus_20026,bus_20136,bus_21121,bus_21647,bus_23017,bus_23054,bus_23060,bus_23263,bus_23377,bus_25160,bus_25289,bus_25375,bus_25403,bus_25439,bus_25598,bus_25618,bus_25675,bus_25714,bus_25830,bus_26100,bus_26133,bus_28078,bus_28099,bus_28122,bus_28365,bus_28549,bus_28667,bus_30001,bus_30144,bus_30146,bus_30205,bus_30207,bus_30220,bus_30221,bus_30374,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40160,bus_40162,bus_40279,bus_40281,bus_40367,bus_40369,bus_40595,bus_40602,bus_40691,bus_40787,bus_40844,bus_40961,bus_40994,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_53000,bus_53002,bus_53012,bus_60000,bus_60003,bus_60194,bus_60577,bus_70000,bus_70016,bus_70063,bus_70155,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_80007
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
0.0,0.0,0.0,162.0,0.0,2874.3999999999996,1455.0,0.0,128.20000000000002,12.9,0.0,207.70000000000002,3925.4,9228.8,97.6,557.0999999999999,0.0,3365.9,8983.4,0.0,80.4,1409.8999999999999,3696.8999999999996,0.0,0.0,0.0,538.4,2411.1,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,0.0,87.3,0.0,0.0,0.0,0.0,2078.8,0.0,0.0,0.0,0.0,79.9,139.5,0.0,254.8,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,75.0,0.0,385.59999999999997,166.20000000000002,0.0,0.0,0.0,38.0,362.0,172.1,0.0,199.8,0.0,210.8,0.0,267.5,132.0,120.8,246.10000000000002,2135.4,349.1,0.0,27.9
