bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10750,bus_11014,bus_13000,bus_13366,bus_13420,bus_13446,bus_13499,bus_20000,bus_20007,bus_20026,bus_20136,bus_20487,bus_21121,bus_21596,bus_21646,bus_23054,bus_23060,bus_23263,bus_23377,bus_25160,bus_25289,bus_25403,bus_25439,bus_25598,bus_25675,bus_25714,bus_25829,bus_26012,bus_26097,bus_26133,bus_26163,bus_26197,bus_28078,bus_28122,bus_28365,bus_28549,bus_28667,bus_30001,bus_30144,bus_30146,bus_30220,bus_30221,bus_30372,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40367,bus_40369,bus_40595,bus_40602,bus_40691,bus_40786,bus_40824,bus_40843,bus_40878,bus_40884,bus_40912,bus_40993,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_50385,bus_50397,bus_53000,bus_53002,bus_53012,bus_53215,bus_53297,bus_60000,bus_60003,bus_60194,bus_60577,bus_60662,bus_70000,bus_70016,bus_70063,bus_70097,bus_70153,bus_70172,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_77258,bus_80007
0.0,0.0,0.0,52.441,0.0,941.2970000000001,263.459,0.0,41.804,4.101,0.0,67.369,1031.89,1332.5769999999998,24.853,124.82300000000001,0.0,534.133,1987.1680000000003,0.0,42.858,120.22900000000001,338.0739999999999,0.0,0.0,1.0190000000000001,0.0,32.169,181.17600000000002,0.0,0.0,0.609,57.123999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.489,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,163.416,0.0,0.0,0.0,0.0,7.899,15.979,0.0,42.974,0.0,10.022,0.0,0.0,0.0,0.0,80.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.845,0.0,43.58100000000001,10.956,0.0,0.53,0.0,0.0,0.0,0.568,18.588,9.143,27.718,26.992,0.0,5.816999999999999,22.941,0.0,0.0,16.118,0.0,0.773,59.229,41.657999999999994,41.93899999999999,15.934000000000001,355.51,52.441,0.0,139.823,2.677
0.0,0.0,0.0,52.441,0.0,941.2970000000001,263.459,0.0,41.804,4.101,0.0,67.369,1031.89,1332.5769999999998,24.853,124.82300000000001,0.0,534.133,1987.1680000000003,0.0,42.858,120.22900000000001,338.0739999999999,0.0,0.0,1.0190000000000001,0.0,32.169,181.17600000000002,0.0,0.0,0.609,57.123999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.489,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,163.416,0.0,0.0,0.0,0.0,7.899,15.979,0.0,42.974,0.0,10.022,0.0,0.0,0.0,0.0,80.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.845,0.0,43.58100000000001,10.956,0.0,0.53,0.0,0.0,0.0,0.568,18.588,9.143,27.718,26.992,0.0,5.816999999999999,22.941,0.0,0.0,16.118,0.0,0.773,59.229,41.657999999999994,41.93899999999999,15.934000000000001,355.51,52.441,0.0,139.823,2.677
0.0,0.0,0.0,52.441,0.0,941.2970000000001,263.459,0.0,41.804,4.101,0.0,67.369,1031.89,1332.5769999999998,24.853,124.82300000000001,0.0,534.133,1987.1680000000003,0.0,42.858,120.22900000000001,338.0739999999999,0.0,0.0,1.0190000000000001,0.0,32.169,181.17600000000002,0.0,0.0,0.609,57.123999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.489,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,163.416,0.0,0.0,0.0,0.0,7.899,15.979,0.0,42.974,0.0,10.022,0.0,0.0,0.0,0.0,80.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.845,0.0,43.58100000000001,10.956,0.0,0.53,0.0,0.0,0.0,0.568,18.588,9.143,27.718,26.992,0.0,5.816999999999999,22.941,0.0,0.0,16.118,0.0,0.773,59.229,41.657999999999994,41.93899999999999,15.934000000000001,355.51,52.441,0.0,139.823,2.677
0.0,0.0,0.0,52.441,0.0,941.2970000000001,263.459,0.0,41.804,4.101,0.0,67.369,1031.89,1332.5769999999998,24.853,124.82300000000001,0.0,534.133,1987.1680000000003,0.0,42.858,120.22900000000001,338.0739999999999,0.0,0.0,1.0190000000000001,0.0,32.169,181.17600000000002,0.0,0.0,0.609,57.123999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.489,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,163.416,0.0,0.0,0.0,0.0,7.899,15.979,0.0,42.974,0.0,10.022,0.0,0.0,0.0,0.0,80.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.845,0.0,43.58100000000001,10.956,0.0,0.53,0.0,0.0,0.0,0.568,18.588,9.143,27.718,26.992,0.0,5.816999999999999,22.941,0.0,0.0,16.118,0.0,0.773,59.229,41.657999999999994,41.93899999999999,15.934000000000001,355.51,52.441,0.0,139.823,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,922.75,262.923,0.0,41.345000000000006,4.101,0.0,66.246,1060.2379999999998,1381.4560000000001,24.834,127.02999999999999,0.0,563.829,1941.084,0.0,44.009,121.23700000000001,375.93599999999986,0.0,0.0,1.354,0.0,38.656,206.13099999999997,0.0,0.0,0.607,57.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,12.033,0.0,0.0,0.0,0.0,0.0,7.743,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.976,0.0,42.973,0.0,10.018,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.283,0.0,42.794,11.165,0.0,0.53,0.0,0.0,0.0,0.66,18.572,9.142,27.713,27.919,0.0,5.8919999999999995,22.844,0.0,0.0,16.059,0.0,0.728,58.385,41.611999999999995,41.086,15.934000000000001,348.4479999999999,52.441,0.0,134.325,2.677
0.0,0.0,0.0,52.441,0.0,911.119,262.31600000000003,0.0,41.311,4.101,0.0,66.23,1090.94,1430.238,24.822000000000003,128.76399999999998,0.0,593.086,1960.6340000000002,0.0,45.102,124.16300000000003,420.27999999999986,0.0,0.0,1.97,0.0,39.549,203.35800000000003,0.0,0.0,0.619,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,11.161,0.0,0.0,0.0,0.0,0.0,8.608,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.975000000000001,0.0,42.973,0.0,10.017,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079,0.0,42.989999999999995,11.214,0.0,0.53,0.0,0.0,0.0,0.88,18.573999999999998,9.142,27.72,29.452,0.0,5.8580000000000005,22.815,0.0,0.0,16.128999999999998,0.0,0.772,57.893,41.604,40.795,15.934000000000001,348.21999999999997,52.441,0.0,130.79000000000002,2.677
0.0,0.0,0.0,52.441,0.0,911.119,262.31600000000003,0.0,41.311,4.101,0.0,66.23,1090.94,1430.238,24.822000000000003,128.76399999999998,0.0,593.086,1960.6340000000002,0.0,45.102,124.16300000000003,420.27999999999986,0.0,0.0,1.97,0.0,39.549,203.35800000000003,0.0,0.0,0.619,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,11.161,0.0,0.0,0.0,0.0,0.0,8.608,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.975000000000001,0.0,42.973,0.0,10.017,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079,0.0,42.989999999999995,11.214,0.0,0.53,0.0,0.0,0.0,0.88,18.573999999999998,9.142,27.72,29.452,0.0,5.8580000000000005,22.815,0.0,0.0,16.128999999999998,0.0,0.772,57.893,41.604,40.795,15.934000000000001,348.21999999999997,52.441,0.0,130.79000000000002,2.677
0.0,0.0,0.0,52.441,0.0,911.119,262.31600000000003,0.0,41.311,4.101,0.0,66.23,1090.94,1430.238,24.822000000000003,128.76399999999998,0.0,593.086,1960.6340000000002,0.0,45.102,124.16300000000003,420.27999999999986,0.0,0.0,1.97,0.0,39.549,203.35800000000003,0.0,0.0,0.619,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,11.161,0.0,0.0,0.0,0.0,0.0,8.608,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.975000000000001,0.0,42.973,0.0,10.017,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079,0.0,42.989999999999995,11.214,0.0,0.53,0.0,0.0,0.0,0.88,18.573999999999998,9.142,27.72,29.452,0.0,5.8580000000000005,22.815,0.0,0.0,16.128999999999998,0.0,0.772,57.893,41.604,40.795,15.934000000000001,348.21999999999997,52.441,0.0,130.79000000000002,2.677
0.0,0.0,0.0,52.441,0.0,911.119,262.31600000000003,0.0,41.311,4.101,0.0,66.23,1090.94,1430.238,24.822000000000003,128.76399999999998,0.0,593.086,1960.6340000000002,0.0,45.102,124.16300000000003,420.27999999999986,0.0,0.0,1.97,0.0,39.549,203.35800000000003,0.0,0.0,0.619,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,11.161,0.0,0.0,0.0,0.0,0.0,8.608,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.975000000000001,0.0,42.973,0.0,10.017,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079,0.0,42.989999999999995,11.214,0.0,0.53,0.0,0.0,0.0,0.88,18.573999999999998,9.142,27.72,29.452,0.0,5.8580000000000005,22.815,0.0,0.0,16.128999999999998,0.0,0.772,57.893,41.604,40.795,15.934000000000001,348.21999999999997,52.441,0.0,130.79000000000002,2.677
0.0,0.0,0.0,52.441,0.0,911.119,262.31600000000003,0.0,41.311,4.101,0.0,66.23,1090.94,1430.238,24.822000000000003,128.76399999999998,0.0,593.086,1960.6340000000002,0.0,45.102,124.16300000000003,420.27999999999986,0.0,0.0,1.97,0.0,39.549,203.35800000000003,0.0,0.0,0.619,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.075,11.161,0.0,0.0,0.0,0.0,0.0,8.608,0.0,0.0,163.41500000000002,0.0,0.0,0.0,0.0,7.899,15.975000000000001,0.0,42.973,0.0,10.017,0.0,0.0,0.0,0.0,80.89699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079,0.0,42.989999999999995,11.214,0.0,0.53,0.0,0.0,0.0,0.88,18.573999999999998,9.142,27.72,29.452,0.0,5.8580000000000005,22.815,0.0,0.0,16.128999999999998,0.0,0.772,57.893,41.604,40.795,15.934000000000001,348.21999999999997,52.441,0.0,130.79000000000002,2.677
